id,total_occupancy,total_bedrooms,total_bathrooms,home_type,summary,address,has_tv,has_kitchen,has_air_con,has_heating,has_internet,price,owner_id,latitude,longitude,available_from,available_until
339,4,2,1,rv,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,3 Hazelcrest Parkway,false,false,false,false,false,978.46,6,40.7758541,-74.1650991,09/10/2022,11/18/2022
340,5,5,1,hotel,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",6135 Hermina Avenue,true,true,false,true,true,223.81,5,-6.888394,112.3307965,09/15/2022,11/10/2022
341,2,2,2,apartment,Aenean lectus.,0 Esch Crossing,false,false,false,true,true,598.68,6,40.4187499,20.5535753,09/13/2022,11/27/2022
342,2,2,5,apartment,Proin interdum mauris non ligula pellentesque ultrices.,26930 Florence Pass,false,true,false,false,false,35.74,1,29.099294,119.692696,09/13/2022,10/19/2022
343,5,3,3,apartment,Nulla suscipit ligula in lacus.,68717 Old Gate Circle,true,true,false,true,false,113.24,8,7.5252594,122.3617095,09/05/2022,12/03/2022
344,3,5,2,shared,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",38505 Bluestem Terrace,true,false,true,true,true,426.26,4,-6.7271573,111.4805019,09/21/2022,12/30/2022
345,2,1,3,shared,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",8354 Glendale Junction,false,true,false,false,true,632.87,7,57.7117601,12.9075947,09/09/2022,10/19/2022
346,4,1,1,mansion,Nunc nisl.,1605 Pawling Plaza,true,true,true,true,false,171.14,4,4.632147,-74.463014,09/08/2022,10/07/2022
347,2,2,5,mansion,Nullam molestie nibh in lectus. Pellentesque at nulla.,3126 Anthes Circle,true,true,false,false,false,595.44,1,49.5873403,20.809162,09/21/2022,10/26/2022
348,3,3,3,condo,Sed sagittis.,474 Colorado Plaza,true,false,true,true,false,689.16,5,-12.0782503,-77.2347674,09/01/2022,12/10/2022
349,1,1,4,condo,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",850 Fairview Point,true,true,false,true,false,351.99,8,37.444498,114.498761,09/22/2022,10/22/2022
350,1,2,2,rv,Quisque id justo sit amet sapien dignissim vestibulum.,58 Duke Court,false,true,false,true,false,652.39,7,15.5211125,-86.2209316,09/12/2022,12/12/2022
351,4,3,1,apartment,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,6 Moose Circle,true,true,true,true,false,663.04,9,23.917576,116.325389,09/13/2022,10/20/2022
352,5,5,3,rv,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",14 Michigan Street,true,true,false,true,false,569.99,2,-9.5128,120.1979,09/17/2022,12/11/2022
353,4,5,5,apartment,Ut tellus. Nulla ut erat id mauris vulputate elementum.,8 Pond Center,true,false,false,true,false,590.9,4,47.6593594,-52.7383086,09/16/2022,10/20/2022
354,1,5,4,rv,In sagittis dui vel nisl. Duis ac nibh.,78215 Vidon Road,true,false,false,false,false,264.91,8,41.58167,19.98556,09/07/2022,11/25/2022
355,3,2,5,hotel,Donec semper sapien a libero. Nam dui.,0 Butterfield Point,true,true,true,true,false,786.2,6,-13.6635336,48.4537424,09/18/2022,11/04/2022
356,2,5,2,shared,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",90 Steensland Alley,true,false,false,false,false,29.49,3,10.2227095,12.051835,09/12/2022,10/14/2022
357,5,4,4,mansion,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,983 Ridge Oak Pass,false,false,true,false,true,917.51,10,53.2077345,34.3210714,09/13/2022,12/05/2022
358,1,2,2,rv,Duis mattis egestas metus.,4112 Morrow Court,false,true,true,false,true,854.7,1,40.1860023,116.2144241,09/18/2022,11/01/2022
359,3,4,2,condo,Pellentesque at nulla.,0731 Stuart Pass,true,false,false,false,true,424.69,5,23.106401,113.459749,09/13/2022,10/13/2022
360,4,2,4,shared,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",7940 Drewry Parkway,false,false,true,true,false,318.64,2,34.7091547,32.9916478,09/09/2022,12/27/2022
361,1,4,1,shared,Aenean auctor gravida sem.,22760 Pond Way,false,false,true,true,false,750.24,5,21.244721,110.455332,09/08/2022,11/13/2022
362,2,1,2,shared,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,2062 Browning Alley,false,false,true,false,false,715.22,5,49.0132543,17.4380293,09/02/2022,11/26/2022
363,4,5,2,hotel,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,0693 Linden Court,true,false,true,true,true,229.25,3,40.2023282,116.2398367,09/10/2022,11/24/2022
364,2,2,3,hotel,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,4 Linden Road,true,false,true,true,true,389.5,8,46.2837247,100.4518004,09/11/2022,10/28/2022
365,2,3,1,rv,Aliquam quis turpis eget elit sodales scelerisque.,82 Hermina Plaza,false,true,false,false,false,198.96,6,50.0427687,15.8099824,09/13/2022,11/18/2022
366,1,4,3,mansion,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,1 Mayer Trail,true,true,false,true,true,18.53,6,30.4659929,31.1848307,09/07/2022,12/07/2022
367,2,5,3,hotel,Nullam molestie nibh in lectus. Pellentesque at nulla.,64875 Nevada Junction,false,false,true,false,false,315.42,4,42.65,103.8,09/16/2022,11/27/2022
368,3,4,3,mansion,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",93 Pierstorff Plaza,false,true,false,false,false,865.36,8,-8.5068536,115.2624778,09/06/2022,11/05/2022
369,5,4,1,cabin,Nunc purus. Phasellus in felis.,76 Morning Lane,false,false,true,false,true,209.16,7,34.4945095,49.6860325,09/16/2022,11/05/2022
370,4,1,2,shared,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,360 Nova Point,true,false,false,false,true,620.35,6,43.1625916,-77.6079126,09/08/2022,10/16/2022
371,1,1,1,hotel,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",566 Florence Center,true,false,true,true,false,804.88,5,39.8786639,-104.6821048,09/22/2022,11/07/2022
372,1,3,3,mansion,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,6 Schmedeman Parkway,false,true,false,true,false,121.83,6,35.8784374,139.6119289,09/08/2022,11/30/2022
373,4,3,3,shared,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",01214 Cottonwood Plaza,false,true,true,false,true,179.47,6,35.066619,116.311532,09/19/2022,12/03/2022
374,3,1,4,condo,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,614 Columbus Trail,false,true,false,false,false,589.18,3,59.0897572,9.6973548,09/09/2022,11/21/2022
375,2,1,3,cabin,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",02421 Talisman Crossing,false,true,true,true,false,373.34,4,6.6888595,-57.9190961,09/19/2022,11/10/2022
376,1,5,1,mansion,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",353 6th Point,true,true,false,false,false,40.37,8,1.0357171,118.0654445,09/20/2022,10/01/2022
377,1,2,3,cabin,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",0 Goodland Road,false,false,true,false,true,80.11,4,9.602521,105.9739049,09/07/2022,10/23/2022
378,1,1,5,cabin,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",898 Manufacturers Avenue,true,true,true,true,true,709.36,5,47.1426,28.6295416,09/11/2022,11/28/2022
379,1,2,4,mansion,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",92179 Mccormick Center,false,false,false,true,false,34.34,10,48.8708001,2.166848,09/12/2022,10/02/2022
380,2,2,2,cabin,In hac habitasse platea dictumst.,04162 Nelson Hill,false,true,true,true,true,388.22,4,23.549701,116.372708,09/09/2022,10/17/2022
381,2,5,5,shared,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,542 Caliangt Way,false,false,false,true,false,180.4,6,-26.9107052,-48.6709133,09/10/2022,10/03/2022
382,5,2,1,apartment,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",51487 Schiller Lane,false,false,true,false,true,991.05,4,-7.1467435,111.5796218,09/21/2022,12/07/2022
383,4,4,2,apartment,Proin risus. Praesent lectus.,0 Hudson Drive,false,false,true,true,true,731.54,7,36.650038,101.766228,09/07/2022,12/16/2022
384,3,5,4,hotel,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",59 Corben Lane,false,true,true,true,true,857.14,1,57.7325316,13.0131285,09/20/2022,12/09/2022
385,1,1,2,mansion,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",05440 Doe Crossing Point,false,true,false,true,true,941.84,7,2.481207,-76.6990172,09/12/2022,10/10/2022
386,2,2,2,shared,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",3 Alpine Place,false,false,true,false,true,840.63,7,26.2650742,50.6223267,09/19/2022,10/01/2022
387,5,1,2,cabin,Nullam molestie nibh in lectus. Pellentesque at nulla.,2475 Derek Trail,false,false,true,false,false,916.75,8,30.7765271,121.247793,09/11/2022,10/09/2022
388,4,3,1,condo,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",6 Harbort Junction,true,true,true,false,true,517.42,4,-3.1446171,104.5305715,09/14/2022,10/29/2022
389,5,4,5,mansion,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",856 Dayton Hill,true,true,true,false,true,729.56,9,62.390811,17.306927,09/03/2022,10/10/2022
390,5,2,1,rv,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.,5832 Jenifer Circle,false,true,true,false,false,341.45,3,-11.0883431,-77.6106512,09/06/2022,11/24/2022
391,1,3,3,mansion,Nullam varius. Nulla facilisi.,315 Ludington Place,false,true,false,true,false,332.15,8,34.7071301,33.0226174,09/01/2022,10/31/2022
392,1,3,4,apartment,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",1 Monument Pass,true,true,true,true,false,241.42,4,32.905305,101.755566,09/07/2022,12/26/2022
393,2,5,4,mansion,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",32267 Crescent Oaks Trail,true,false,true,true,false,384.99,9,40.359722,116.658183,09/14/2022,12/21/2022
394,2,4,1,apartment,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,065 Spaight Street,false,true,true,true,true,890.16,6,39.7546452,-8.5234076,09/15/2022,10/03/2022
395,2,3,3,cabin,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",44533 Ohio Junction,true,true,true,false,true,526.73,6,30.0746,107.367072,09/09/2022,12/21/2022
396,1,2,2,rv,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",0786 John Wall Junction,true,false,false,true,false,735.23,3,55.7193861,37.7808815,09/03/2022,12/13/2022
397,5,2,4,rv,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,8 Heath Road,true,false,true,false,true,453.92,5,51.3833046,58.9769955,09/12/2022,10/22/2022
398,3,5,1,apartment,Aliquam sit amet diam in magna bibendum imperdiet.,35686 Michigan Way,false,false,true,true,false,334.89,3,-40.0642898,175.3488701,09/17/2022,10/15/2022
399,5,3,5,hotel,Nulla facilisi.,21 Luster Road,false,false,false,true,true,847.58,10,-8.2517133,111.4365318,09/03/2022,10/13/2022
400,1,3,1,apartment,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",8 Burrows Crossing,true,true,true,true,false,308.03,8,52.6244001,20.3835279,09/22/2022,12/29/2022
401,4,5,4,condo,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",1 Butternut Park,true,false,true,false,true,946.04,2,16.7184323,121.97007,09/20/2022,11/30/2022
402,2,1,3,cabin,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,2450 Declaration Pass,false,true,true,false,false,512.02,7,48.85786,16.8938239,09/04/2022,10/23/2022
403,2,2,3,condo,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,6982 Blaine Crossing,true,false,false,true,true,476.96,4,35.001453,99.262763,09/14/2022,12/04/2022
404,4,5,3,cabin,Sed vel enim sit amet nunc viverra dapibus.,3 Burrows Park,false,true,true,true,true,192.2,9,14.8108901,-86.5425921,09/04/2022,11/14/2022
405,3,1,3,cabin,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,55 Longview Park,true,true,true,false,true,84.02,7,51.341066,21.063409,09/18/2022,11/05/2022
406,3,5,1,mansion,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",9 Waywood Alley,true,false,false,true,false,69.33,1,41.91583,21.53056,09/20/2022,11/18/2022
407,1,5,2,mansion,Morbi vel lectus in quam fringilla rhoncus.,901 Arrowood Park,true,false,true,true,true,48.68,6,13.8493774,120.1022118,09/18/2022,10/03/2022
408,3,5,2,shared,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",56541 Clarendon Lane,true,true,false,false,false,621.97,10,-6.5778193,106.8075136,09/20/2022,12/14/2022
409,4,4,1,shared,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,249 Carberry Park,true,false,false,true,true,495.71,3,50.188406,18.598769,09/21/2022,10/05/2022
410,5,3,5,hotel,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",966 Bay Trail,false,false,false,false,false,926.53,5,-17.9646772,-67.1060353,09/07/2022,12/18/2022
411,3,3,2,cabin,Vestibulum ac est lacinia nisi venenatis tristique.,56399 Ilene Street,false,false,false,true,true,171.8,9,52.7060809,41.3951119,09/21/2022,10/04/2022
412,5,5,3,hotel,Donec semper sapien a libero.,46 Fordem Court,true,false,true,true,false,282.33,9,47.9523565,20.3586957,09/13/2022,10/03/2022
413,1,1,3,shared,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,803 Buell Road,false,true,false,false,false,710.49,5,48.8383589,2.6618245,09/17/2022,12/12/2022
414,1,5,4,hotel,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,25881 Cascade Alley,false,false,true,false,false,771.61,7,54.4132559,100.4819389,09/15/2022,12/12/2022
415,5,3,2,apartment,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,4017 Carpenter Parkway,false,true,false,false,false,751.02,10,51.3307349,19.1136024,09/10/2022,10/01/2022
416,1,4,4,shared,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2 Basil Park,true,false,false,false,false,429.78,2,35.4889372,139.3909552,09/16/2022,12/12/2022
417,5,5,2,condo,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",8477 David Parkway,true,false,true,true,true,881.55,5,36.9073868,54.8566207,09/07/2022,11/03/2022
418,1,5,3,cabin,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",7277 Randy Trail,true,false,false,true,false,466.64,8,9.0072301,125.2122777,09/10/2022,11/07/2022
419,5,5,4,condo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",9432 American Ash Terrace,true,true,false,false,true,196.67,5,1.78925,99.1089779,09/18/2022,11/18/2022
420,2,3,2,cabin,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",4 Warbler Junction,false,false,false,true,true,292.54,4,13.6441828,4.0337846,09/09/2022,10/13/2022
421,1,1,2,apartment,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",38 Evergreen Plaza,false,false,false,true,true,25.77,3,43.2082756,46.0845137,09/06/2022,11/12/2022
422,3,3,3,hotel,In congue. Etiam justo.,3715 Morningstar Point,false,true,true,false,true,365.1,3,18.0797857,-77.2692503,09/15/2022,12/06/2022
423,5,2,1,hotel,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",76 John Wall Park,false,true,false,true,true,266.66,4,29.000347,101.507294,09/10/2022,10/21/2022
424,1,3,4,condo,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",59 Meadow Valley Avenue,true,true,true,false,false,109.1,8,50.2637942,17.3960222,09/15/2022,12/05/2022
425,5,4,5,cabin,Donec dapibus.,0 Dixon Terrace,false,false,true,true,true,594.71,3,39.7794767,-86.1700894,09/04/2022,11/30/2022
426,2,3,1,rv,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,42 Claremont Way,true,true,false,false,false,588.09,2,28.188415,112.290474,09/17/2022,12/06/2022
427,3,3,2,apartment,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",50 Mcguire Lane,false,true,false,false,true,853.05,3,52.5470847,6.0237938,09/05/2022,12/01/2022
428,2,4,4,cabin,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",8 Shelley Hill,false,false,false,false,true,849.24,2,53.1121503,48.4211315,09/22/2022,10/16/2022
429,1,2,1,mansion,Nunc rhoncus dui vel sem. Sed sagittis.,89177 Clove Junction,false,false,false,true,true,406.64,1,49.902219,20.636949,09/04/2022,12/08/2022
430,1,3,2,cabin,Proin risus.,87081 Sunbrook Circle,true,false,false,false,false,919.03,4,22.7686569,-81.0174917,09/12/2022,10/17/2022
431,1,5,1,hotel,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",02992 Ridgeview Point,true,false,true,true,false,823.1,2,48.3611707,27.0855305,09/06/2022,12/23/2022
432,2,3,3,cabin,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",33684 Hoffman Place,true,true,false,true,true,376.39,2,54.4168102,27.2930165,09/22/2022,12/24/2022
433,1,2,4,shared,Sed vel enim sit amet nunc viverra dapibus.,1 Clemons Parkway,false,true,false,true,true,983.1,7,55.96667,25.15,09/09/2022,12/17/2022
434,2,3,5,cabin,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",9097 Thompson Pass,false,true,false,true,false,501.38,5,52.5093,52.0675,09/16/2022,10/13/2022
435,5,1,5,apartment,Suspendisse accumsan tortor quis turpis.,0 Fieldstone Street,false,true,true,false,false,489.44,5,30.3458998,-5.8406587,09/15/2022,11/26/2022
436,3,5,5,mansion,Nulla facilisi.,2279 Oak Valley Trail,true,false,true,false,true,682.36,10,22.265811,113.543784,09/17/2022,10/06/2022
437,1,4,1,rv,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,097 Parkside Alley,false,false,true,true,false,572.57,1,40.9765733,25.4219873,09/21/2022,11/22/2022
438,4,4,1,hotel,Praesent blandit. Nam nulla.,28059 Leroy Court,true,false,true,true,false,354.85,1,-4.269928,138.0803529,09/12/2022,10/30/2022
439,4,3,4,mansion,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",916 Amoth Drive,true,true,true,false,true,16.41,3,35.884431,14.482911,09/18/2022,12/01/2022
440,1,1,5,hotel,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",59 Beilfuss Lane,true,false,true,true,false,239.21,5,-12.1613589,-76.2294444,09/19/2022,11/18/2022
441,3,1,4,shared,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",57 Mallard Junction,true,false,true,false,true,418.68,10,-25.3810275,-57.1577041,09/14/2022,12/08/2022
442,4,2,4,condo,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",808 Shelley Junction,false,true,true,false,false,994.5,2,31.297414,121.450653,09/18/2022,10/23/2022
443,5,2,3,mansion,Quisque id justo sit amet sapien dignissim vestibulum.,53 Fair Oaks Lane,false,true,true,false,true,562.7,1,39.0890459,-7.5083532,09/10/2022,10/08/2022
444,4,5,1,shared,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,44627 Lien Plaza,true,true,true,true,true,480.06,6,36.3006568,137.9047429,09/12/2022,12/09/2022
445,1,1,2,shared,Proin risus. Praesent lectus.,423 Esker Junction,false,true,true,false,false,728.18,10,-26.6329034,-48.6844637,09/12/2022,12/29/2022
446,2,4,5,mansion,Praesent id massa id nisl venenatis lacinia.,9 Utah Alley,false,false,false,false,true,538.97,4,25.6765837,-100.2602364,09/02/2022,11/02/2022
447,5,3,5,condo,Phasellus id sapien in sapien iaculis congue.,24614 Longview Place,false,true,true,false,true,692.11,1,33.7098769,-117.7431372,09/07/2022,11/26/2022
448,3,4,5,shared,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,4 Morrow Drive,true,true,true,true,true,40.22,10,48.433225,123.220598,09/20/2022,12/08/2022
449,4,3,2,shared,Nulla tellus.,63 Lakewood Gardens Trail,false,false,false,false,false,139.0,9,44.9447526,4.8413855,09/08/2022,10/17/2022
450,1,5,3,mansion,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",1506 Grayhawk Way,false,false,true,true,false,271.95,2,52.1705764,17.6900802,09/12/2022,10/04/2022
451,3,3,2,apartment,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",834 Donald Center,true,true,true,true,true,938.38,1,13.3601931,99.9129845,09/09/2022,10/28/2022
452,5,4,5,mansion,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",569 Mallory Hill,false,true,false,true,false,793.33,7,54.8840821,47.5161729,09/14/2022,12/16/2022
453,1,4,5,cabin,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,15 Fairfield Trail,false,true,false,true,false,340.65,8,34.477861,110.084789,09/17/2022,12/16/2022
454,5,3,5,hotel,Morbi porttitor lorem id ligula.,3467 Ridgeway Pass,false,true,true,true,true,653.4,8,25.462752,119.849709,09/19/2022,12/27/2022
455,4,3,5,cabin,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,7250 Kim Court,false,true,true,false,true,247.47,3,-13.5307334,-40.5533995,09/22/2022,12/22/2022
456,3,1,1,condo,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",51 David Park,false,true,false,false,true,443.78,8,-6.9318,111.2882,09/11/2022,12/25/2022
457,4,1,1,mansion,Mauris sit amet eros.,168 Reinke Avenue,true,true,false,true,false,56.87,6,55.6297634,13.5130029,09/18/2022,12/13/2022
458,2,4,4,condo,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",179 Waubesa Road,false,false,false,true,true,696.67,1,52.5010192,48.0923303,09/10/2022,11/14/2022
459,1,2,5,apartment,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,8 Harbort Street,true,true,false,false,false,89.83,10,45.7718709,126.6701902,09/17/2022,10/20/2022
460,4,5,5,cabin,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,8569 Donald Avenue,true,false,false,false,false,648.49,6,-6.6906402,-35.5000999,09/21/2022,10/14/2022
461,4,1,3,hotel,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",31474 Brickson Park Trail,true,false,false,true,true,956.49,10,50.1659651,16.2776842,09/17/2022,12/24/2022
462,4,3,3,rv,Donec ut mauris eget massa tempor convallis.,886 Hagan Point,false,true,true,true,true,951.87,7,29.325298,95.333197,09/20/2022,11/06/2022
463,5,2,3,condo,Nam tristique tortor eu pede.,7122 Granby Junction,true,true,false,false,false,165.51,1,31.244331,121.3602832,09/21/2022,12/14/2022
464,3,2,5,rv,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",58259 Scott Alley,false,true,true,true,false,395.28,9,36.566906,105.672987,09/10/2022,12/22/2022
465,5,4,3,mansion,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",3 Superior Avenue,true,false,true,false,false,991.99,1,46.8439197,-1.8718358,09/19/2022,12/23/2022
466,3,3,3,rv,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",2421 Hansons Trail,true,false,true,false,true,225.69,3,12.0036455,107.6876481,09/04/2022,10/16/2022
467,3,4,5,mansion,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",86 Stone Corner Place,false,false,false,true,true,808.44,7,32.99095,100.0703,09/04/2022,12/29/2022
